Tempo;U_t;V_t;A_t;
7.098;3.160E-2;0.107;0.526
7.131;3.543E-2;0.116;-9.089E-3
7.165;3.931E-2;0.106;-0.558
7.198;4.252E-2;7.807E-2;-0.978
7.231;4.451E-2;4.014E-2;-1.129
7.265;4.519E-2;2.431E-3;-1.161
7.298;4.467E-2;-3.662E-2;-1.161
7.331;4.275E-2;-7.575E-2;-1.013
7.365;3.962E-2;-0.105;-0.570
7.398;3.577E-2;-0.114;-4.455E-2
7.431;3.200E-2;-0.107;0.474
7.465;2.865E-2;-8.355E-2;0.959
7.498;2.643E-2;-4.244E-2;1.414
7.531;2.582E-2;1.109E-2;1.514
7.565;2.717E-2;6.047E-2;1.254
7.598;2.985E-2;9.432E-2;0.774
7.631;3.345E-2;0.112;0.271
7.664;3.735E-2;0.112;-0.273
7.698;4.094E-2;9.427E-2;-0.780
7.731;4.363E-2;6.005E-2;-1.085
7.764;4.494E-2;2.061E-2;-1.160
7.798;4.501E-2;-1.696E-2;-1.140
7.831;4.381E-2;-5.530E-2;-1.087
7.864;4.132E-2;-9.013E-2;-0.837
7.898;3.780E-2;-0.112;-0.331
7.931;3.387E-2;-0.113;0.221
7.964;3.030E-2;-9.613E-2;0.718
7.998;2.746E-2;-6.528E-2;1.188
8.031;2.595E-2;-1.687E-2;1.517
8.064;2.634E-2;3.747E-2;1.432
8.098;2.845E-2;7.956E-2;1.006
8.131;3.164E-2;0.104;0.503
8.164;3.540E-2;0.113;6.994E-3
8.198;3.918E-2;0.105;-0.527
8.231;4.239E-2;7.804E-2;-0.961
8.264;4.438E-2;3.978E-2;-1.123
8.298;4.504E-2;2.489E-3;-1.147
8.331;4.455E-2;-3.571E-2;-1.142
8.364;4.266E-2;-7.458E-2;-1.000
8.398;3.958E-2;-0.103;-0.575
8.431;3.579E-2;-0.113;-4.435E-2
8.464;3.202E-2;-0.106;0.471
8.498;2.876E-2;-8.203E-2;0.944
8.531;2.655E-2;-4.262E-2;1.382
8.564;2.592E-2;1.041E-2;1.509
8.598;2.725E-2;6.007E-2;1.238
8.631;2.992E-2;9.275E-2;0.766
8.664;3.343E-2;0.111;0.280
8.698;3.732E-2;0.112;-0.257
8.731;4.089E-2;9.358E-2;-0.780
8.764;4.356E-2;5.969E-2;-1.074
8.797;4.487E-2;2.079E-2;-1.152
8.831;4.494E-2;-1.682E-2;-1.142
8.864;4.375E-2;-5.531E-2;-1.070
8.897;4.126E-2;-8.898E-2;-0.809
8.931;3.782E-2;-0.110;-0.343
8.964;3.395E-2;-0.112;0.196
8.997;3.034E-2;-9.627E-2;0.703
9.031;2.753E-2;-6.505E-2;1.186
9.064;2.600E-2;-1.759E-2;1.499
9.097;2.636E-2;3.661E-2;1.435
9.131;2.844E-2;7.891E-2;1.006
9.164;3.162E-2;0.104;0.508
9.197;3.534E-2;0.113;6.287E-3
9.231;3.912E-2;0.104;-0.518
9.264;4.230E-2;7.776E-2;-0.955
9.297;4.431E-2;3.993E-2;-1.120
9.331;4.496E-2;2.279E-3;-1.130
9.364;4.446E-2;-3.465E-2;-1.130
9.397;4.265E-2;-7.342E-2;-0.992
9.431;3.956E-2;-0.102;-0.579
9.464;3.584E-2;-0.112;-5.746E-2
9.497;3.210E-2;-0.106;0.455
9.531;2.881E-2;-8.204E-2;0.944
9.564;2.664E-2;-4.209E-2;1.372
9.597;2.600E-2;9.493E-3;1.490
9.631;2.727E-2;5.906E-2;1.238
9.664;2.994E-2;9.222E-2;0.765
9.697;3.342E-2;0.110;0.264
9.731;3.725E-2;0.110;-0.258
9.764;4.077E-2;9.230E-2;-0.761
9.797;4.341E-2;5.938E-2;-1.051
9.831;4.473E-2;2.111E-2;-1.123
9.864;4.481E-2;-1.537E-2;-1.130
9.897;4.370E-2;-5.379E-2;-1.080
9.931;4.123E-2;-8.857E-2;-0.822
9.964;3.780E-2;-0.109;-0.327
9.997;3.397E-2;-0.111;0.203
10.030;3.043E-2;-9.493E-2;0.694
10.064;2.764E-2;-6.445E-2;1.164
10.097;2.613E-2;-1.753E-2;1.466
10.130;2.647E-2;3.498E-2;1.410
10.164;2.846E-2;7.702E-2;1.004
10.197;3.161E-2;0.102;0.519
10.230;3.528E-2;0.111;1.832E-2
10.264;3.902E-2;0.104;-0.504
10.297;4.220E-2;7.759E-2;-0.942
10.330;4.419E-2;4.004E-2;-1.115
10.364;4.487E-2;2.686E-3;-1.124
10.397;4.437E-2;-3.430E-2;-1.114
10.430;4.258E-2;-7.200E-2;-0.965
10.464;3.957E-2;-9.970E-2;-0.570
10.497;3.594E-2;-0.110;-7.514E-2
10.530;3.224E-2;-0.105;0.427
10.564;2.897E-2;-8.188E-2;0.923
10.597;2.679E-2;-4.247E-2;1.364
10.630;2.614E-2;9.195E-3;1.481
10.664;2.740E-2;5.821E-2;1.219
10.697;3.002E-2;9.048E-2;0.750
10.730;3.343E-2;0.108;0.273
10.764;3.721E-2;0.109;-0.237
10.797;4.070E-2;9.192E-2;-0.741
10.830;4.334E-2;5.943E-2;-1.047
10.864;4.467E-2;2.113E-2;-1.128
10.897;4.474E-2;-1.577E-2;-1.112
10.930;4.362E-2;-5.278E-2;-1.064
10.964;4.123E-2;-8.728E-2;-0.807
10.997;3.780E-2;-0.108;-0.327
11.030;3.405E-2;-0.109;0.197
11.064;3.055E-2;-9.427E-2;0.662
11.097;2.777E-2;-6.471E-2;1.151
11.130;2.624E-2;-1.776E-2;1.471
11.163;2.659E-2;3.514E-2;1.400
11.197;2.858E-2;7.626E-2;0.997
11.230;3.167E-2;0.101;0.510
11.263;3.534E-2;0.110;1.543E-2
11.297;3.903E-2;0.102;-0.503
11.330;4.217E-2;7.703E-2;-0.927
11.363;4.416E-2;3.970E-2;-1.093
11.397;4.482E-2;3.250E-3;-1.120
11.430;4.438E-2;-3.383E-2;-1.113
11.463;4.256E-2;-7.201E-2;-0.969
11.497;3.958E-2;-9.912E-2;-0.565
11.530;3.595E-2;-0.110;-7.353E-2
11.563;3.226E-2;-0.104;0.428
11.597;2.903E-2;-8.133E-2;0.919
11.630;2.684E-2;-4.249E-2;1.353
11.663;2.619E-2;9.090E-3;1.463
11.697;2.745E-2;5.707E-2;1.209
11.730;3.000E-2;8.936E-2;0.760
11.763;3.340E-2;0.108;0.281
11.797;3.718E-2;0.109;-0.246
11.830;4.064E-2;9.097E-2;-0.745
11.863;4.324E-2;5.870E-2;-1.032
11.897;4.455E-2;2.105E-2;-1.105
11.930;4.465E-2;-1.482E-2;-1.106
11.963;4.356E-2;-5.233E-2;-1.068
11.997;4.116E-2;-8.701E-2;-0.807
12.030;3.776E-2;-0.107;-0.323
12.063;3.404E-2;-0.108;0.198
12.097;3.054E-2;-9.355E-2;0.678
12.130;2.780E-2;-6.314E-2;1.136
12.163;2.633E-2;-1.774E-2;1.432
12.197;2.662E-2;3.352E-2;1.368
12.230;2.857E-2;7.453E-2;0.989
12.263;3.159E-2;9.923E-2;0.526
12.296;3.518E-2;0.110;3.038E-2
12.330;3.889E-2;0.102;-0.482
12.363;4.197E-2;7.670E-2;-0.912
12.396;4.400E-2;4.075E-2;-1.087
12.430;4.468E-2;3.218E-3;-1.125
12.463;4.421E-2;-3.353E-2;-1.095
12.496;4.245E-2;-7.033E-2;-0.955
12.530;3.953E-2;-9.791E-2;-0.568
12.563;3.592E-2;-0.109;-8.657E-2
12.596;3.229E-2;-0.103;0.424
12.630;2.905E-2;-8.093E-2;0.911
12.663;2.690E-2;-4.182E-2;1.336
12.696;2.626E-2;8.337E-3;1.443
12.730;2.745E-2;5.606E-2;1.209
12.763;2.999E-2;8.894E-2;0.764
12.796;3.338E-2;0.107;0.274
12.830;3.712E-2;0.108;-0.241
12.863;4.055E-2;9.058E-2;-0.734
12.896;4.316E-2;5.860E-2;-1.020
12.930;4.446E-2;2.133E-2;-1.106
12.963;4.458E-2;-1.475E-2;-1.102
12.996;4.348E-2;-5.211E-2;-1.041
13.030;4.111E-2;-8.496E-2;-0.794
13.063;3.781E-2;-0.105;-0.343
13.096;3.408E-2;-0.108;0.187
13.130;3.060E-2;-9.262E-2;0.677
13.163;2.791E-2;-6.277E-2;1.133
13.196;2.641E-2;-1.762E-2;1.418
13.230;2.674E-2;3.356E-2;1.369
13.263;2.865E-2;7.421E-2;0.988
13.296;3.168E-2;9.954E-2;0.511
13.330;3.529E-2;0.108;1.522E-2
13.363;3.890E-2;0.100;-0.482
13.396;4.198E-2;7.622E-2;-0.900
13.430;4.398E-2;3.984E-2;-1.072
13.463;4.464E-2;3.691E-3;-1.105
13.496;4.423E-2;-3.262E-2;-1.100
13.529;4.247E-2;-7.059E-2;-0.955
13.563;3.952E-2;-9.717E-2;-0.556
13.596;3.599E-2;-0.107;-7.148E-2
13.629;3.236E-2;-0.102;0.417
13.663;2.919E-2;-7.968E-2;0.899
13.696;2.705E-2;-4.179E-2;1.318
13.729;2.640E-2;8.346E-3;1.434
13.763;2.761E-2;5.578E-2;1.192
13.796;3.012E-2;8.766E-2;0.749
13.829;3.345E-2;0.106;0.278
13.863;3.716E-2;0.107;-0.228
13.896;4.056E-2;9.008E-2;-0.723
13.929;4.316E-2;5.846E-2;-1.015
13.963;4.446E-2;2.116E-2;-1.098
13.996;4.457E-2;-1.451E-2;-1.102
14.029;4.349E-2;-5.201E-2;-1.039
14.063;4.110E-2;-8.495E-2;-0.785
14.096;3.783E-2;-0.104;-0.318
14.129;3.414E-2;-0.107;0.179
14.163;3.073E-2;-9.199E-2;0.654
14.196;2.801E-2;-6.320E-2;1.107
14.229;2.651E-2;-1.832E-2;1.404
14.263;2.679E-2;3.201E-2;1.359
14.296;2.865E-2;7.278E-2;0.983
14.329;3.164E-2;9.784E-2;0.510
14.363;3.517E-2;0.107;3.416E-2
14.396;3.874E-2;0.100;-0.450
14.429;4.185E-2;7.675E-2;-0.884
14.463;4.386E-2;4.043E-2;-1.090
14.496;4.454E-2;3.171E-3;-1.109
14.529;4.407E-2;-3.288E-2;-1.090
14.563;4.235E-2;-6.976E-2;-0.938
14.596;3.942E-2;-9.664E-2;-0.561
14.629;3.591E-2;-0.107;-6.509E-2
14.662;3.230E-2;-0.101;0.420
14.696;2.916E-2;-7.880E-2;0.900
14.729;2.704E-2;-4.108E-2;1.290
14.762;2.643E-2;7.713E-3;1.405
14.796;2.756E-2;5.397E-2;1.179
14.829;3.002E-2;8.645E-2;0.752
14.862;3.332E-2;0.104;0.280
14.896;3.696E-2;0.105;-0.219
14.929;4.034E-2;8.938E-2;-0.682
14.962;4.292E-2;5.952E-2;-0.999
14.996;4.431E-2;2.222E-2;-1.111
15.029;4.440E-2;-1.506E-2;-1.107
15.062;4.331E-2;-5.124E-2;-1.024
15.096;4.098E-2;-8.400E-2;-0.786
15.129;3.771E-2;-0.104;-0.322
15.162;3.404E-2;-0.106;0.192
15.196;3.066E-2;-9.084E-2;0.661
15.229;2.798E-2;-6.189E-2;1.108
15.262;2.653E-2;-1.700E-2;1.386
15.296;2.685E-2;3.217E-2;1.319
15.329;2.868E-2;7.132E-2;0.961
15.362;3.160E-2;9.642E-2;0.524
15.396;3.511E-2;0.106;5.645E-2
15.429;3.868E-2;0.100;-0.452
15.462;4.179E-2;7.636E-2;-0.885
15.496;4.377E-2;4.027E-2;-1.074
15.529;4.447E-2;4.124E-3;-1.098
15.562;4.405E-2;-3.221E-2;-1.089
15.596;4.233E-2;-6.909E-2;-0.939
15.629;3.944E-2;-9.571E-2;-0.562
15.662;3.595E-2;-0.106;-6.202E-2
15.696;3.235E-2;-0.100;0.426
15.729;2.928E-2;-7.763E-2;0.881
15.762;2.718E-2;-4.140E-2;1.269
15.795;2.652E-2;7.154E-3;1.396
15.829;2.765E-2;5.346E-2;1.166
15.862;3.008E-2;8.479E-2;0.743
15.895;3.330E-2;0.103;0.298
15.929;3.693E-2;0.105;-0.211
15.962;4.031E-2;8.866E-2;-0.685
15.995;4.284E-2;5.875E-2;-0.991
16.029;4.423E-2;2.235E-2;-1.089
16.062;4.433E-2;-1.442E-2;-1.107
16.095;4.327E-2;-5.091E-2;-1.018
16.129;4.093E-2;-8.331E-2;-0.775
16.162;3.771E-2;-0.103;-0.322
16.195;3.409E-2;-0.105;0.183
16.229;3.071E-2;-9.019E-2;0.655
16.262;2.807E-2;-6.132E-2;1.092
16.295;2.662E-2;-1.766E-2;1.369
16.329;2.690E-2;3.151E-2;1.309
16.362;2.872E-2;7.028E-2;0.960
16.395;3.158E-2;9.530E-2;0.531
16.429;3.507E-2;0.106;6.635E-2
16.462;3.865E-2;9.979E-2;-0.458
16.495;4.172E-2;7.553E-2;-0.883
16.529;4.368E-2;3.985E-2;-1.070
16.562;4.438E-2;3.679E-3;-1.086
16.595;4.393E-2;-3.213E-2;-1.072
16.629;4.224E-2;-6.810E-2;-0.921
16.662;3.939E-2;-9.458E-2;-0.557
16.695;3.594E-2;-0.105;-7.102E-2
16.729;3.238E-2;-9.945E-2;0.419
16.762;2.931E-2;-7.710E-2;0.875
16.795;2.725E-2;-4.077E-2;1.264
16.829;2.659E-2;7.125E-3;1.374
16.862;2.772E-2;5.277E-2;1.155
16.895;3.011E-2;8.392E-2;0.739
16.929;3.331E-2;0.102;0.291
16.962;3.691E-2;0.104;-0.196
16.995;4.023E-2;8.859E-2;-0.668
17.028;4.281E-2;5.926E-2;-0.988
17.062;4.418E-2;2.189E-2;-1.104
17.095;4.427E-2;-1.472E-2;-1.094
17.128;4.320E-2;-5.062E-2;-1.004
17.162;4.090E-2;-8.252E-2;-0.762
17.195;3.770E-2;-0.102;-0.322
17.228;3.412E-2;-0.104;0.178
17.262;3.076E-2;-8.968E-2;0.645
17.295;2.814E-2;-6.099E-2;1.080
17.328;2.669E-2;-1.789E-2;1.350
17.362;2.695E-2;3.054E-2;1.293
17.395;2.873E-2;6.898E-2;0.953
17.428;3.155E-2;9.391E-2;0.533
17.462;3.499E-2;0.105;6.917E-2
17.495;3.853E-2;9.869E-2;-0.443
17.528;4.157E-2;7.512E-2;-0.860
17.562;4.353E-2;4.052E-2;-1.058
17.595;4.427E-2;4.135E-3;-1.092
17.628;4.381E-2;-3.207E-2;-1.070
17.662;4.213E-2;-6.745E-2;-0.917
17.695;3.932E-2;-9.401E-2;-0.551
17.728;3.586E-2;-0.104;-6.220E-2
17.762;3.236E-2;-9.802E-2;0.424
17.795;2.933E-2;-7.609E-2;0.864
17.828;2.729E-2;-4.022E-2;1.237
17.862;2.665E-2;6.566E-3;1.344
17.895;2.772E-2;5.100E-2;1.154
17.928;3.005E-2;8.322E-2;0.750
17.962;3.327E-2;0.102;0.298
17.995;3.681E-2;0.103;-0.199
18.028;4.013E-2;8.823E-2;-0.661
18.062;4.269E-2;5.875E-2;-0.979
18.095;4.405E-2;2.210E-2;-1.083
18.128;4.417E-2;-1.375E-2;-1.093
18.161;4.313E-2;-5.027E-2;-1.006
18.195;4.082E-2;-8.209E-2;-0.755
18.228;3.766E-2;-0.101;-0.306
18.261;3.411E-2;-0.103;0.174
18.295;3.080E-2;-8.864E-2;0.643
18.328;2.820E-2;-6.010E-2;1.061
18.361;2.680E-2;-1.787E-2;1.333
18.395;2.701E-2;2.984E-2;1.279
18.428;2.878E-2;6.836E-2;0.961
18.461;3.157E-2;9.351E-2;0.524
18.495;3.502E-2;0.104;6.175E-2
18.528;3.849E-2;9.731E-2;-0.438
18.561;4.150E-2;7.482E-2;-0.841
18.595;4.348E-2;4.049E-2;-1.042
18.628;4.420E-2;4.640E-3;-1.085
18.661;4.379E-2;-3.129E-2;-1.065
18.695;4.212E-2;-6.693E-2;-0.910
18.728;3.933E-2;-9.271E-2;-0.542
18.761;3.594E-2;-0.103;-7.882E-2
18.795;3.246E-2;-9.798E-2;0.405
18.828;2.941E-2;-7.626E-2;0.859
18.861;2.738E-2;-4.023E-2;1.243
18.895;2.673E-2;6.599E-3;1.341
18.928;2.781E-2;5.103E-2;1.134
18.961;3.013E-2;8.193E-2;0.730
18.995;3.328E-2;9.990E-2;0.300
19.028;3.678E-2;0.102;-0.183
19.061;4.009E-2;8.764E-2;-0.647
19.095;4.263E-2;5.874E-2;-0.976
19.128;4.400E-2;2.196E-2;-1.078
19.161;4.409E-2;-1.373E-2;-1.074
19.195;4.308E-2;-4.888E-2;-0.997
19.228;4.083E-2;-8.123E-2;-0.766
19.261;3.767E-2;-0.100;-0.310
19.294;3.414E-2;-0.102;0.183
19.328;3.087E-2;-8.780E-2;0.640
19.361;2.829E-2;-5.951E-2;1.059
19.394;2.690E-2;-1.712E-2;1.318
19.428;2.715E-2;2.960E-2;1.250
19.461;2.888E-2;6.692E-2;0.935
19.494;3.161E-2;9.171E-2;0.531
19.528;3.499E-2;0.103;7.449E-2
19.561;3.845E-2;9.670E-2;-0.431
19.594;4.143E-2;7.390E-2;-0.840
19.628;4.338E-2;3.998E-2;-1.042
19.661;4.410E-2;3.924E-3;-1.070
19.694;4.364E-2;-3.124E-2;-1.051
19.728;4.202E-2;-6.614E-2;-0.903
19.761;3.923E-2;-9.256E-2;-0.540
19.794;3.585E-2;-0.102;-5.106E-2
19.828;3.242E-2;-9.584E-2;0.412
19.861;2.946E-2;-7.473E-2;0.838
19.894;2.744E-2;-3.987E-2;1.201
19.928;2.680E-2;5.665E-3;1.315
19.961;2.782E-2;4.927E-2;1.129
19.994;3.008E-2;8.089E-2;0.743
20.028;3.321E-2;9.902E-2;0.307
20.061;3.669E-2;0.101;-0.177
20.094;3.997E-2;8.730E-2;-0.642
20.128;4.250E-2;5.836E-2;-0.964
20.161;4.386E-2;2.222E-2;-1.071
20.194;4.398E-2;-1.335E-2;-1.065
20.228;4.297E-2;-4.841E-2;-0.992
20.261;4.076E-2;-8.020E-2;-0.749
20.294;3.762E-2;-9.898E-2;-0.316
20.328;3.416E-2;-0.101;0.181
20.361;3.089E-2;-8.701E-2;0.627
20.394;2.836E-2;-5.889E-2;1.043
20.428;2.696E-2;-1.775E-2;1.297
20.461;2.718E-2;2.893E-2;1.249
20.494;2.889E-2;6.626E-2;0.934
20.527;3.159E-2;9.089E-2;0.521
20.561;3.495E-2;0.101;7.861E-2
20.594;3.836E-2;9.592E-2;-0.415
20.627;4.134E-2;7.403E-2;-0.821
20.661;4.329E-2;4.032E-2;-1.036
20.694;4.403E-2;4.498E-3;-1.077
20.727;4.359E-2;-3.125E-2;-1.043
20.761;4.194E-2;-6.544E-2;-0.885
